input,response
"""Kim: I'm going to Seoul!
Agatha: wow finally!
Mark: When? Bring us some kimchi!
Kim: People on a plane will kill me if I do :D
Kim: I'm going in April <3
Agatha: Are you going with Jane?
Kim: yes, of course - she'll be our tour guide
Mark: so jealous... I'd love to come as well
Kim: Really? I asked you like a hundred times""","Kim announces her trip to Seoul in April, revealing she will be accompanied by Jane as their tour guide. Mark jokingly asks Kim to bring back kimchi, but Kim points out the impracticality. Agatha expresses excitement about the trip, while Mark expresses jealousy, prompting Kim to mention that she had already invited him multiple times."
"""Aubrianna: My friend's dad died because of malaria in kongo
Darien: It's dangerous for all people not just whites
Aubrianna: So read about this""","Aubrianna shares that her friend's father died of malaria in Congo. Darien comments that the disease is dangerous for everyone, not just white people. Aubrianna suggests further reading on the topic."
"""Josh:  Man, I’m really pissed off.
Mark: What’s up, bro?
Josh: I lost my brand new sneakers somewhere.
Mark: Oh, man, that sucks, when?
Josh: I don’t know exactly, last Tuesday I think.
Mark: Where’ve you been to?
Josh: Many places, swimming pool and fitness, but I thought I left them in the gym.
Mark: You should call them or go there. 
Josh: Yeah, I did  call them, but they said nothing was found when they’re closing.
Mark: So what are the options now?
Josh: Dunno, will try to check the swimming pool.
 Mark: Ok, good luck. Gimme a call.
Josh: I will. Take care, bro.
Mark: You too, man. ""","Josh is upset because he lost his new sneakers, possibly at the gym. Mark suggests he calls the gym, which Josh did, but nothing was found. Josh plans to check the swimming pool next. Mark wishes him luck and asks Josh to keep him updated."
"""Bella: It's valentine's day!😁😁😁
Aria: For somebody without bf today is kinda miserable day.....😢😢
Bella: There are a lot of vendors selling roses on the street here.
Bella: <file_photo>
Aria: <file_gif> 
Bella: hahahahahahaha!! That looks SO SAD! :'‑(:'‑(:'‑(
Aria: I feel like the weather is colder than it really is. How's the weather there?
Bella: Here? it's 3 degree today. Wow! Even coffee shops are all decorated with all the heart-shaped balloons.
Bella: <file_photo>
Aria: Here everywhere just chocolate. :‑/ :‑/Of course it isn't related to me at all. :‑/:‑/
Bella: Only shops seems to get money.
Aria: What's your plan?
Bella: Maybe I will order some pizza home. (Sounds not that fun. right?) When will you come to Warsaw?
Aria: As soon as I quit, I will fly to you.😑😑 For now what I only hope is to leave work at 6. :‑|:‑|:‑|:‑|
Bella: This year I will probably go to Korea to get regular checkup. 
Aria: Good. Take care there.
Bella: Make bf asap and visit us together.😝😝😝 You too!
Aria: I gotta go. Ttyl""","Bella and Aria discuss Valentine's Day, highlighting their differing experiences. Bella is excited and mentions various festive decorations and vendors selling roses. Aria, feeling lonely without a boyfriend, finds the day miserable. They briefly talk about the weather and Valentine's Day decorations in their respective locations. Bella plans to order pizza, while Aria is eager to leave work on time. Bella suggests Aria get a boyfriend and visit her. The conversation ends with Aria saying she has to go."
"""Sawyer: ball game 2nite?
Sutter: injured
Wheeler: what time?
Sawyer: 5.30? 6?
Wheeler: anytime l8r?
Sawyer: pitch booked at 8 so we need to start earlier
Wheeler: so im out sry
Yardley: i guess next time be better""","Sawyer asks about a ball game tonight, Sutter says he's injured, Wheeler asks about the time, and Sawyer suggests 5:30 or 6. Wheeler asks if it can be later, but Sawyer says the pitch is booked at 8 so they need to start earlier. Wheeler says he can't make it then, and Yardley suggests trying next time."
"""Sarah: how much longer?
Daina: I need to put my make up
Sarah: OMG
Sarah: casual or party type?
Daina: casual
Sarah: so it's about an hour?
Daina: u know me, sorry :)""","Sarah asks Daina how much longer she'll take, and Daina replies she needs to put on makeup. Sarah clarifies if it's casual or party makeup, and Daina says it's casual, indicating she'll take about an hour. Daina acknowledges that Sarah knows her routine and apologizes."
"""Carmen: how are you feeling, Viola? it is so so close...
Alfred: My dearest Viola <3
Viola: I think as one's feeling before the wedding - a little bit light in the stomach! ive got some things to organize still!
Carmen: i will be on friday night, i could give you a helping hand :))
Viola: Thanks darling, i will let you know x
Carmen: (Y) my number just in case +00123456789
Viola: (Y) <3""","Viola is feeling a bit nervous but excited as her wedding approaches. Carmen offers to help with preparations on Friday night, and Viola appreciates it. They exchange contact information to stay in touch. Alfred expresses his affection for Viola."
"""Madeline: I'm really not happy with Martin’s requests, and Jada's way of dealing with his problems. But it's her responsibility. I probably shouldn't care, should I?
Alex: What happened?
Madeline: We had a little argument today, didn't you hear?
Alex: No, I think I was away or oblivious.
Madeline: Oh, ok. That's probably better 😂
Alex: Tomorrow u need to tell me what happened lol
Madeline: Are we going for a beer after?
Alex: Sure!
Madeline: Good, have a good night. See you tomorrow. More than 8 hours. Excited?
Alex: I can’t contain myself…""","Madeline expresses frustration with Martin and Jada's handling of his issues but feels it isn't her concern. She reveals they had an argument, which Alex was unaware of. They agree to discuss it tomorrow over a beer, and exchange goodnight wishes."
"""Mom: Hi, Betty, how are you?
Betty: Hi, everything's fine and you?
Mom: me too
Mom: You could call Grandpa from time to time, you know
Mom: He's always asking about you.
Betty: I know, Mom, it's just I've been so busy.
Mom: we're all busy. You don't have to talk long, just check in.
Betty: OK, I will.
Betty: ;*""",Betty assures her mom that she is fine but has been busy. Her mom reminds her to call her grandpa occasionally since he often asks about her. Betty acknowledges this and agrees to check in with him.
"""Whitney: What will be for dinner?
William: Spaghetti alla vongole
Whitney: What's this vongole? Never seen this word
William: It's in Italian
Whitney: What does it mean?
William: Clams, it's a kind of seashells, seafood
Whitney: Oho, ambitious, how are you going to do that?
William: First I will cook pasta
Whitney: quite obvious, this is spagghetti alla vontale
William: Alla vongole. Afterwards I make garlic golden, add wine and then clams
Whitney: Gonna get drunk :))
William: Very funny. I wait as clams open, and I'll add pasta
Whitney: Sounds delicious, I am mouth watering!""","Whitney asks about dinner, and William says they will have Spaghetti alla Vongole. Whitney inquires about ""vongole,"" and William explains it means clams in Italian. William outlines the cooking process: cooking pasta, making garlic golden, adding wine and clams, and mixing in the pasta once the clams open. Whitney finds it ambitious and jokes about the wine."
"""Maria: Who's gonna be at IMF lecture tomorrow? We can discuss all remaining questions after and do the calculations?
Alexander: I don't attend that class, but it is fine by me to meet
Sarah: I will not be there, sorry. I am working
Martha: So when? We are due on Monday
Martha: That doesn't leave many options
Alexander: On Saturday I already have to meet for another presentation, so my option is Friday afternoon or tomorrow
Sarah: Tomorrow and on Friday I am available from 5pm, during the weekend for the whole day
Lawrence: I am meet after class anytime or make time over the weekend if needed
Sarah: So can we meet tomorrow evening? 17:15?
Alexander: It is fine by me
Lawrence: I will be late, but you can start without me""","Maria asks about attendance for an IMF lecture and proposes discussing and calculating afterward. Alexander doesn't attend the class but can meet. Sarah and Lawrence are unavailable during the lecture due to work and other commitments. They schedule a meeting for tomorrow at 5:15 PM, with Lawrence indicating he will be late."
"""Molly: listen I've got a free ticket to the Muse concert in Cracow, want to come with me?
Hannah: nah, I don't like them
Molly: what about you Anna
Anna: yassss please
Anna: let's go! <3""","Molly offers a free ticket to a Muse concert in Cracow; Hannah declines, but Anna eagerly accepts and expresses excitement."
"""Laura: Hi Tabs, how are you doing?
Tabby: I'm ok, the only problem is I have 2 exams next week. What about you?
Laura: Oh, I'm ok, passed all exams but one. But that one was not so important.
Tabby: Ok.
Laura: Are you coming to Daisy's party on Saturday?
Tabby: I must see how much progress I make with studying over the next couple of days. :(
Laura: Ok... I understand that. :)
Tabby: Yeah! But I'm optimistic.
Laura: Good! That's my girl!""","Laura and Tabby greet each other and discuss their exam situations; Laura has passed all but one minor exam, while Tabby has two exams next week. Laura invites Tabby to a party, but Tabby is unsure if she can attend due to her studies. However, she remains optimistic about her progress. Laura supports her positively."
"""Joel: Hey, how are you guys doing? How's Coco?
Becky: She's actually sitting on my lap purring right now.
Trent: confirmed
Joel: no way :D pics or didn't happen!
Becky: <file_photo>
Joel: haha! It took you guys 2 days to win her over. She's usually not that easy.
Trent: maybe she remembers us visiting you?
Joel: Maybe... oh, man, I'm jealous ;) Is she behaving ok?
Becky: She's a total gem. Absolutely adorable.
Trent: tbh she does try to scratch the couch from time to time
Joel: you can just hiss at her or clap and she should stop
Trent: yeah, we do that like you said and it works
Joel: and if she wakes you in the morning you can just lock her out of the room until feeding time
Becky: she hasn't done that yet actually
Joel: I'm pretty sure it's coming :P
Trent: so far she's been really sweet
Joel: I'm glad. Just let me know if you need anything ok?
Becky: ok sure""","Joel checks in with Becky and Trent about how they're doing and how their cat, Coco, is adjusting. Becky shares that Coco is happily sitting on her lap, and Trent confirms it. Joel asks for a picture, which Becky provides. They discuss how quickly Coco has warmed up to them, with Joel noting it's unusually quick for her. While Becky praises Coco's behavior, Trent mentions some minor scratching issues. Joel offers advice on how to handle it and assures them to reach out if they need help."
"""Sosie: What's your flat apartment number again?
Kyra: 187
Sosie: thanks! Will be there in 5 mins
Kevin: Hurry up! 
Kevin: We're all waiting :P""","Sosie asks Kyra for her apartment number, Kyra says it's 187, and Sosie replies that she'll be there in five minutes. Kevin urges Sosie to hurry, mentioning that everyone is waiting."
"""Clint: I'm curious. How's the waste management working out over there?
Ronnie: It actually works very well. We use three different bins: compost, recycle and trash. Compost anything organic from yard waste to food scraps. Recycle for paper, bottles, cardboard, plastic, metals. And trash everything else. Why do you ask?
Clint: Sheer curiosity. What about general awareness? Plastic bags, etc.?
Ronnie: Very high. No more single use plastic bags in grocery stores. No more straws in restaurants.
Clint: Yeah, I read yours was one of the cities that banned them. I wonder when that will get here.
Ronnie: Never...
Clint:: What do you mean?
Ronnie: I highly doubt that type of environmental awareness will happen there. People there live in a different world when it comes to that.
Clint: People don't have to have any awareness, tbh. It's above them. If there were such decisions made they would follow
Ronnie: That is true. But at the state government level I don't think there is that awareness either. But hopefully I am proven wrong!
Clint: Really bizarre. I noticed it's struggling here. On the other hand, it's money.
Ronnie: Money in the sense of?
Clint: Reducing waste=lower utilization costs. Do they sort through everything further down?
Ronnie: Yes here they do. 
Clint: It seems to be the same way here. Dry recyclables, food and general, compost ""","Ronnie explains to Clint how their waste management system uses three bins for compost, recycling, and trash. Ronnie mentions high awareness about reducing single-use plastics. Clint notes similar practices in some places, yet expresses skepticism about its spread due to differing attitudes and government awareness. Ultimately, Clint acknowledges that reducing waste has financial benefits and that some sorting happens post-collection."
"""Adam: it was me who called u
Adam: call me back or text me when u can;-)
Tina: sorry, I'm still at work..
Tina: so many pple today:/ :/
Tina: dunno what time I can leave and actually my phone is dying...
Adam: I see, u can call me once you're back home, I won't be sleeping until late
Tina: ok, and if it's really late then I'll call u 2morrow
Adam: but don't do it before 9!;-)
Tina: sure thing;-)""","Adam called Tina and asked her to call or text him back when she could. Tina apologized, explaining she is busy at work with many people and her phone battery is low. Adam suggested she call him once she gets home, assuring her he will be up late. If it's too late, Tina agreed to call him the next day, but Adam asked her not to call before 9. Tina agreed."
"""Sally: Hi guys have you heard about Natalie?
Tom: No. What about her?
Jane: You're such a gossip girl, Sally!
Sally: Come on! I'm sure you're all curious.
Tom: I am. 
Sally: Relax Jane, what's your problem?!
Jane: She told us in confidence, I don't think we should share it with others.
Greg: Now I'm also curious
Henriette: Tell us! 
Henriette: Is she pregnant? 
Sally: 💣💣💣
Sally: Guess who's the father!!!
Henriette: I knew it!
Henriette: Is it Mike?
Sally: Dave!!! 
Henriette: WHAT????
Greg: That's insane! ""","Sally tells the group that Natalie is pregnant, revealing that the father is Dave, which surprises everyone. Jane disapproves of sharing this confidential information."
"""Steve: can you byt me some lunch?
Nick: sure, what do you want?
Steve: Anything but chicken.
Nick: gotcha""",Steve asks Nick to buy him lunch. Nick agrees and asks what Steve wants. Steve replies that he wants anything but chicken. Nick acknowledges the request.
"""Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.""","Timmy and Gemma discuss who to invite to an event. Gemma wants to invite Lona and Michelle, hoping for reciprocal wedding invites. Timmy teases her about her motives, and Gemma eventually admits she wants to get invited to their wedding receptions but is uncertain if she can change their minds. Timmy will attend but is unsure about bringing a date."
"""Millie: Heeey I’m sick I won’t come today
Sal: I’m sorry! Get better soon :*
Millie: <3""",Millie informs Sal that she's sick and won't be coming today. Sal expresses sympathy and wishes her a speedy recovery. Millie responds with a heart emoji.
"""Daisy: going home?
Lisa: not yet
Daisy: please be back before 11 pm
Lisa: ok""","Daisy asks Lisa if she is going home, and Lisa responds that she is not. Daisy then requests that Lisa return before 11 pm, and Lisa agrees."
"""Sophie: the bus is leaving in 3 minutes, are you coming???
Tina: almost there, i am already dressed
Sophie: FASTER!
Tina: chill, I will make it""","Sophie is urging Tina to hurry because the bus is leaving in 3 minutes. Tina assures Sophie that she's almost there and already dressed, promising she'll make it in time."
"""Noah: Hi there! The quince we talked about the other day... Are you still interested?
Sophie: Hello Noah, but of course I am.Thank you.
Noah: Actually William went to collect the rest of them for you immediately. They're in a basket on our terrace, so you call collect them any time.
Sophie: That's very very kind of him! He's really a darling.
Sophie: We won't be going your direction any time soon I'm afraid. How long will they keep? Is it windfall?
Noah: Both really but they all look very healthy. No bruises afa one can see. Or only odd small ones. They' be alright for a couple of days I guess. The weather's cool.
Sophie: It would be a shame if they rotted. I'll talk to Frank and maybe to the twins too and go back to you asap.
Noah: OK.
Sophie: Hey Noah, the twins will be on their way from Notts tomorrow afternoon and passing Windfield. Is it alright if they pop in and collect the quince?
Noah: Absolutely! In fact anyone can come any time and just take them from our terrace. Of course it would be great to see your twins again. Haven't seen them for ages!
Sophie: Well we don't see that much of them either :( They'll be coming home this weekend only because of Alexa's ceremony.
Noah: Notts is 3 hours' drive away so small wonder they don't fancy it so much.
Sophie: I don't blame them! We're both happy they've been doing fine at college. Everything's absolutely fine. You don't have William at home all that often either, do you?
Noah: He gets 5 days at Xmas by way of ""family care"" and 2 weeks off spread over the whole year but never longer that 5 days. They have a strict regime at the academy. But after all these years we've learned to cope with it. What worries me is that he seems to have no time to even think about getting married and start a family of his own.
Sophie: The fate of most military I guess. Hugely unfair I'd say. Like being married to your regiment!
Noah: That's what it sounds like when he talks about himself! I never hear a girl's name! And when I ask, he gets brusque.
Sophie: Oh dear! What could it mean?
Noah: No, not what you think! We know from Capt. Broomsberg about their common escapades. Plenty of women but only that sort of women. No strings.
Sophie: I never even imagined he might be gay! Surely not. But there must be sth else.
Noah: We think he's just so obsessively career-minded. Nothing else counts for him.
Sophie: He's always been very strong-willed. And he knows what he wants. Well if I were you I wouldn't worry at all.
Noah: You're probably right. But you know I'd love it so much to have plenty of grandchildren around me.
Sophie: They'll come, don't you worry! Look the twins will contact you about the quince. Alright?
Noah: Sure. Thank you Sophie for a nice chat!
Sophie: Thank you for the quince!""","Noah informs Sophie that the quince they discussed are ready for collection. Sophie expresses gratitude but mentions they can't pick them up soon and inquires about their freshness. Noah assures her the quince are in good condition and can last a few days. Later, Sophie arranges for her twins to pick up the quince, and they discuss their children’s busy lives—Noah’s son in the military with little personal time, and Sophie's twins at college. Noah shares his concern about his son's focus on career over starting a family, but Sophie reassures him. They conclude with plans for the twins to collect the quince and exchange thanks."
"""Harry: Going to Ikea, need anything?
Sarah: Oh yes! :D
Harry: perfect XD
Sarah: So could you please buy for me: white table cloth 120 cm x 140 cm, as simple as it gets, two medium size wardrobe organisers (the ones with grey flowers), one wooden spatula and three bottle cleaners.
Sarah: If you happen to go the food section, I wouldn't mind a Daim's frozen cake and a bag of meatballs ;)
Harry: Ok, got it. Will do my best.
Sarah: You can use my Ikea Family card, just give them the number and my last name and tell them you forgot to bring it ;) 17927192.
Harry: Thanks! Stay online, I may need your help.
Harry: <file_photo>
Harry: Is this table cloth ok? Or that one?
Harry: <file_photo>
Sarah: First one's perfect ;)""","Harry asks Sarah if she needs anything from Ikea. Sarah provides a detailed list of items she wants, including a table cloth, wardrobe organizers, a wooden spatula, bottle cleaners, and some food items. She also suggests Harry can use her Ikea Family card by giving the number and her last name. During shopping, Harry checks with Sarah about the right table cloth choice by sending photos, and Sarah approves the first one."
"""Cindy: <file_gif>
Ellie: Why are you so sad? Something’s happened?
Cindy: I don’t want to talk about it…
Ellie: Cheer up! Tomorrow’s another day 😊
Cindy: <file_video>
Cindy: Have you seen it? It’s viral on the internet
Ellie: Nope, but it’s very funny 😊
Ellie: <file_gif>""","Ellie notices Cindy is sad and asks about it, but Cindy doesn't want to discuss it. Ellie tries to cheer Cindy up, saying tomorrow is a new day. Cindy shares a viral video, to which Ellie responds positively, finding it funny, and sends a GIF."
"""Nadia: heeeeey how are you?
Jannet: hey, I'm cool, we just got up and now we're doing some breakfast :D how are you guys?
Nadia: cool, we just woke up like 20min ago and will eat something too
Jannet: nice :D thank you guys for coming yesterday, it was really nice to have you here, I hope you had fun
Nadia: of course we had, I hope we will repeat it soon :)
Jannet: sure, we just have to wait for the neighbours to forget about us, cause it was fuckin loud yesterday xD
Nadia: hahahah yeah it was
Nadia: but it was really cool, I'm still in a very dancing mood
Jannet: perfect, the next time we're going to the disco then :D
Nadia: sounds cool ;)""","Nadia and Jannet exchange greetings and discuss their morning routines. Jannet thanks Nadia for visiting the previous day and mentions that it was loud but enjoyable. Both express enthusiasm about getting together again soon, with Jannet suggesting a future outing to a disco."
"""Mark: Have you seen his new car?!!
Jeff: Dude, wtf, it's like insane. How the hell did he afford it???
Mark: No fucking clue, but the ride is legit
Jeff: Hell yeah, I'd drive this baby
Mark: Over my dead body:D I gotta be first one to try it out
Jeff: Yeah, you wish:D 
Mark: wanna bet he'll let me first:D?
Jeff: 100 bucks dude, I'll bet your ass:D 
Mark: hahaha deal!""","Mark and Jeff are astonished by someone's new, impressive car. They wonder how he could afford it. Both express their desire to drive it first and eventually make a bet on who will get to try it out first, agreeing to wager $100."
"""Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww""","Ann congratulates Sue and Julie on their achievement. Sue and Julie express their gratitude and relief. Ann suggests a celebration, and both Sue and Julie enthusiastically agree."
"""Kathy: <file_picture>
Kathy: Aunt on the chair getting her haircut today :)
Kathy: I think I'm also going to get something done today
Kathy: Maybe get it cut a bit shorter
Olivia: ooo how fun! I am just chillin today 
Olivia: <file_picture>
Kathy: <file_picture>
Kathy: : <file_picture>
Kathy: The end results :) 
Olivia: Very cute! 
Olivia: <file_gif>
Olivia: Although not a big difference with Aunt's hair. But yours looks really nice!
Kathy: Thanks!""","Kathy shares pictures of her aunt getting a haircut and mentions she might get a haircut too. Olivia expresses excitement and shares that she's relaxing. After Kathy shares the final hairstyle pictures, Olivia compliments them, noting that Kathy's haircut looks particularly nice, even though her aunt's didn't change much. Kathy thanks Olivia."
"""Mr. Benson: Hello everyone. First of all, thank you for staying after hours. As you know, I'm currently in Peru discussing a contract with a new client. 
Mr. Benson: We need to discuss a couple of matters: your work while I'm gone and things I need from you asap. 
Claudia: Hello, Mr. Benson. Of course. What do you require from us?
Andy: Hello, Mr. Benson. I'm here. 
Mark: Hello, so am I. Sorry for being a little late. Had a call with a client. Did I miss anything?
Mr. Benson: No, Mark, we're just starting.""","Mr. Benson thanks his team for staying after hours and explains he is in Peru for business. He states they need to discuss their work during his absence and tasks he needs completed urgently. Claudia, Andy, and Mark acknowledge his message; Mark apologizes for joining late due to a client call, and Mr. Benson assures him he hasn't missed anything."
"""Jane: your mums losing it
Den: why you say that?
Jane: she just text me about crying over this morning?
Den: what did she do this morning?
Jane: no the telly program with phil and holly
Den: oh right y?
Jane: some baby reveal😂
Den: I'm confused
Jane: I think she needs to get out of the house more:
Den: invite her for tea on Friday I'll bring fish and chips home after work
Jane: thats a good idea x""","Jane tells Den that his mum is upset, referencing a TV show with Phil and Holly that involved an emotional baby reveal. Den, initially confused, agrees that his mum might need to get out more. They decide to invite her for tea on Friday, with Den bringing fish and chips."
"""Ludo: hi mum, did you arrive at school?
Mum: yes , i'm in front of the door: you 're room 112 with Hugo and Charles.
Ludo: and do you know my class number?
Mum: yes class 3, as Hugo and Charles
Ludo: good, so cool
Mum: I'll show you the picture of the listing, but i couldn't manage to see the room.
Ludo: Ok no problem
Mum: the building is quite big and there is also a huge garden, you'll have room enough
Ludo: Yes i saw
Mum: i have to go, meeting is starting
Ludo: ok thanks
Mum: don't wait for me""","Ludo asks his mum if she arrived at school. She confirms and informs him that he's in room 112 with Hugo and Charles and that his class number is 3, the same as Hugo and Charles. She offers to show a picture of the listing but couldn't see the room. She mentions that the building is big with a huge garden. As she has a meeting starting, she tells Ludo not to wait for her. Ludo acknowledges and thanks her."
"""Chandler: Phoebe!! Do you have money?? 
Phoebe: Yes I have .. But why do you need it..
Chandler: Open your door.. And pay the delivery guy standing outside my door..
Phoebe: Oh chandler !! you idiot... On my way..""","Chandler asks Phoebe if she has money and requests her to pay the delivery guy outside his door. Phoebe agrees, calling Chandler an idiot, and says she's on her way."
"""Rory: Max, is your sister studying in China?
Max: She is
Rory: How does she like it?
Max: it's not amazing, but she believes it's a good investment
Rory: does she speak Chinese?
Max: I think she does already
Joseph: Hard to control I imagine
Max: hahaha
Eliza: I think this is the best investment imaginable
Max: really?
Eliza: sure, the every 5th earthling is Chinese
Eliza: or so
Rory: true, I don't think you could stay unemployed speaking Chinese
Max: but there are Chinese everywhere and they speak foreign languages
Rory: true
Rory: anyway, where is is? Beijing?
Max: Nope. Shanghai
Rory: I've just checked, it has 25 million inhabitants!
Max: yes, she said it's actually bigger than the capital
Rory: Insane, it's the population of the whole Australia""","Max's sister is studying in Shanghai, China, and believes it's a good investment despite not being amazing. She is likely already speaking Chinese. Rory, Joseph, and Eliza discuss the value of learning Chinese, emphasizing its global importance and employability. They note that Shanghai is much larger than Beijing and has a population comparable to Australia's."
"""David: Morning Russ. Have you seen the report I emailed yesterday?
Russ: Hi David. Well received thank you. But I haven't read it yet.
David: Is there anything you'd like me to do right now?
Russ: I'll take a look at the report in a moment and will send you remarks if I have any.
David: Sounds good. I guess I'll just answer some emails.
Russ: Please do. I should be done by midday with the report.""","David asks Russ if he has seen the report he emailed. Russ confirms receipt but hasn't read it yet. David offers help, and Russ says he'll review the report shortly and provide feedback if needed. David decides to answer emails in the meantime, and Russ estimates he will finish by midday."
"""Catherine: We're going to visit uncle Steve, want to come with us?
Ben: why would I?
Catherine: He's family and we haven't seen him in a long time.
Ben: you know very well that I'm not fond of such visits
Ben: they stress me out
Catherine: Come on, even you can do it from time to time.
Ben: maybe I can but I don't want to
Ben: it will end the same way as usual
Ben: with me being pissed at everyone
Catherine: The boys want to see you
Ben: I can visit you and play with them some other day
Ben: I don't have to drive to another city to do it
Catherine: You know that he'll be disappointed?
Ben: uncle Steve?
Catherine: Yes.
Ben: I don't think so, we don't have anything in common
Ben: all he ever does is bothering me with stupid questions about my private life
Catherine: Maybe that's his way of showing that he cares about you
Ben: yes... sure... sometimes I wonder if you're thinking about what you type :P
Catherine: Depends on the day
Catherine: Today I'm tired so I can't guarantee it
Ben: you should rest then
Ben: instead of asking me to do stuff I don't like
Catherine: Alright, don't worry, I'll stop
Catherine: But still the part about the boys missing you was true
Catherine: So come and visit them when you'll have the chance
Ben: I will""","Catherine invites Ben to visit Uncle Steve, but Ben declines, as he finds such visits stressful and unproductive. Despite Catherine's efforts to persuade him by mentioning that the boys miss him and Uncle Steve might be disappointed, Ben remains firm, preferring to visit the boys another time. Catherine eventually agrees and asks Ben to ensure he visits the boys when he can."
"""Kaya: We have been looking for you in Library
Clay: I am the class room
Kaya: Be right there""","Kaya and Clay exchange brief messages: Kaya says they've been searching for Clay in the library, Clay responds that he's in the classroom, and Kaya replies that she'll come there immediately."
"""Sean: Hey, I won't be able to take the car to the carwash
Sean: They want me to finish report first :(
Alice: shoot, but it's crazily dirty
Alice: Will we have tomorrow?
Sean: <file_gif>
Sean: We can leave a bit earlier or get it washed somewhere on the road
Alice: it might be  good idea, let's do it tomorrow then
Sean: great!""",Sean informs Alice he can't take the car to the carwash because he needs to finish a report. Alice expresses concern about the dirty car and asks about options for tomorrow. Sean suggests leaving earlier or finding a carwash on the way. Alice agrees to do it tomorrow.
"""Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx""","Julia and Bert discuss their evening plans. Julia asks when Bert will get home, and Bert estimates around 8 pm. Julia offers to wait for him for dinner, to which Bert agrees. Julia asks Bert to call if he's running late, and he agrees."
"""Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx""","Steve informs his mum that the dishwasher has arrived and been installed successfully. They discuss its appearance, performance, and capacity. Steve confirms it is likely a 12 place setting model, which means less frequent use. Both express satisfaction with the purchase."
"""Harvey: Update?
Michelle: Too soon, still researching.
Harvey: That is an update, Michelle.
Michelle: Fine. 
Harvey: I can't wait all day.
Michelle: If you stop texting me, I could get on with it!
Harvey: Fair point.
Michelle: Besides, half of this stuff is black hat. I can't see most of it.
Harvey: Why not?
Michelle: It installs bugs on my computer.
Harvey: Oh, right.
Michelle: It's fine. I'm back on it.
Harvey: Thanks.""","Harvey asks Michelle for an update on her research. Michelle says it’s too soon as she’s still working, noting that some information is inaccessible or harmful. Harvey acknowledges and offers to wait. Michelle gets back to work."
"""Bill: lovely pie
Joy: hey lover boy
Bill: i really miss you
Joy: i miss you too😘
Bill: when are you coming back
Joy: on thursday
Bill: cant wait to see you
Joy: me too""","Bill and Joy express affection and say they miss each other. Joy mentions she will return on Thursday, and they both look forward to reuniting."
"""Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""","Henry and Julia discuss the closure of cafe Kohaku near Covent Garden. Henry is disappointed he can't make a reservation as the cafe's Facebook page is gone. Julia confirms the cafe has shut down, likely due to high rent, and shares her own experience of finding the place empty last week. They both lament the loss of their favorite spot and hope it reopens elsewhere. Julia mentions she went to Lilly's instead, but it wasn't the same. Henry expresses his disappointment about missing out on Kohaku's brownie, and Julia suggests the Japan Centre, although Henry feels it is too crowded with tourists."
